Name,Description,Entry Type,Unknown #1,Unknown #2,Unknown #3,Icon,Unknown #4,Price,"Equipment",Characters Bitflag,Strength,Vitality,Action,Movement,Effective On,Fire Affinity,Wind Affinity,Earth Affinity,Lightning Affinity,Blizzard Affinity,Ailments Bitflag,Ailments Chance,Increase Fire %,Increase Wind %,Increase Earth %,Increase Lightning %,Increase Blizzard %,Increase Water %,Increase Explosion %,Increase Forest %,Special,"Usable",Target Effect,Target Type,Power,Range,Cast Time,Recovery Time,Animation,Effective On,Unknown #1,IP Damage,IP Cancel Damage,Knockback,Element,Element Strength,Ailments Bitflag,Ailments Chance,Attack Mod,Defense Mod,Action Mod,Movement Mod,Break Chance,Special,Unknown #2,Unknown #3
     Lore of Magic,+1000 Magic Coins (MC)              ,Special,3,53,53,53,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,Special,Unknown,1000,0,0,0,Physical Attack,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,62,0,0
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Miracle Scales,Carrying it doubles gold earned ,Unknown,3,53,53,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Soul of a Hero,Carrying it doubles EXP earned ,Unknown,3,53,53,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Astral Miracle,Carrying it doubles SC earned  ,Unknown,3,53,53,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Ethereal Miracle,Carrying it doubles MC earned  ,Unknown,3,53,53,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Mystic Potion,Restores all HP     ,Item,2,47,47,47,0,500,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),One Ally,9999,0,180,30,Healer+,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
    Scarlet Potion,Restores 1600 HP    ,Item,1,47,47,47,0,250,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),One Ally,1600,0,150,30,Healer+,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
     Healing Fruit,Restores 1200 HP    ,Item,0,44,44,42,0,100,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),One Ally,1200,0,150,30,Healer,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
  Holy Wound Salve,Restores 800 HP     ,Item,0,47,47,47,0,60,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),One Ally,800,0,120,0,Healer,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
       Wound Salve,Restores 400 HP     ,Item,0,47,47,47,0,24,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),One Ally,400,0,120,0,Heal,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
    Medicinal Herb,Restores 200 HP     ,Item,0,43,43,43,0,10,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),One Ally,200,0,90,0,Heal,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Potion of Azure,Restores 1500 HP    ,Item,2,47,47,47,0,750,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),All Allies,1500,0,180,30,Alhealer,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
   Healing Incense,Restores 1000 HP    ,Item,1,43,43,43,0,400,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),All Allies,1000,0,150,30,Alhealer,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
  Scroll of Alheal,Restores 500 HP     ,Item,0,53,53,45,0,120,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),All Allies,500,0,150,30,Alheal,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
      Healing Herb,Restores 250 HP     ,Item,0,43,43,43,0,50,,,,,,,,,,,,,,,,,,,,,,,,,Restore HP(MEN),All Allies,250,0,120,0,Alheal,NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Miracle Elixir,Revives character |right to COM ,Item,3,47,47,47,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,9999,0,240,60,Resurrect,NULL,0,0,0,0,Fire,0,128,100,0,0,0,0,100,21,0,0
     Hero's Elixir,Revives character |+5 all levels ,Item,3,47,47,47,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,240,60,Resurrect,NULL,0,0,0,0,Fire,0,128,100,5,5,5,5,100,0,0,0
     Yomi's Elixir,Revives a fallen character             ,Item,1,47,47,47,0,500,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,180,30,Resurrect,NULL,0,0,0,0,Fire,0,128,100,0,0,0,0,100,0,0,0
           Panacea,Cures all status disorders             ,Item,1,47,47,47,0,500,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,150,30,Halvah,NULL,0,0,0,0,Fire,0,127,100,0,0,0,0,100,0,0,0
    Purifying Herb,Cures poison and paralysis             ,Item,0,43,43,43,0,40,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,120,0,Cure,NULL,0,0,0,0,Fire,0,5,100,0,0,0,0,100,0,0,0
   Poison Antidote,Cures poison                           ,Item,0,43,43,43,0,14,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,90,0,Cure,NULL,0,0,0,0,Fire,0,1,100,0,0,0,0,100,0,0,0
   Paralysis Salve,Cures paralysis                        ,Item,0,47,47,47,0,14,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,90,0,Cure,NULL,0,0,0,0,Fire,0,4,100,0,0,0,0,100,0,0,0
  Torte's Reedpipe,Awakens sleeping characters            ,Item,0,43,43,43,0,30,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,Area Allies,0,600,120,0,Glitter/Confetti,NULL,0,0,0,0,Fire,0,2,100,0,0,0,0,100,0,0,0
         Eye Drops,Awakens sleeping characters            ,Item,0,47,47,47,0,14,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,90,0,Glitter/Confetti,NULL,0,0,0,0,Fire,0,2,100,0,0,0,0,100,0,0,0
    Smelling Salts,Cures confusion                        ,Item,0,47,47,47,0,20,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,90,0,Glitter/Confetti,NULL,0,0,0,0,Fire,0,8,100,0,0,0,0,100,0,0,0
   Blessing Scroll,Releases move/ |magic blocks ,Item,0,53,53,45,0,150,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,120,0,Refresh,NULL,0,0,0,0,Fire,0,96,100,0,0,0,0,100,0,0,0
     Move Blessing,Releases move blocks                   ,Item,0,53,53,45,0,50,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,90,0,Refresh,NULL,0,0,0,0,Fire,0,64,100,0,0,0,0,100,0,0,0
    Magic Blessing,Releases magic blocks                  ,Item,0,53,53,45,0,50,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,90,0,Refresh,NULL,0,0,0,0,Fire,0,32,100,0,0,0,0,100,0,0,0
           Vaccine,Cures plague                           ,Item,0,47,47,47,0,100,,,,,,,,,,,,,,,,,,,,,,,,,Status Change,One Ally,0,0,120,0,Halvah,NULL,0,0,0,0,Fire,0,16,100,0,0,0,0,100,0,0,0
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         ,                    ,NULL,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Indigo Potion,Restores all MP                       ,Item,2,47,47,47,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,Restore MP,One Ally,999,0,180,30,Healer+(Teal),NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
  Magical Medicine,Restores 100 MP                       ,Item,1,47,47,47,0,360,,,,,,,,,,,,,,,,,,,,,,,,,Restore MP,One Ally,100,0,150,30,Healer+(Teal),NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
       Grail Fruit,Restores 50 MP      ,Item,0,44,44,42,0,120,,,,,,,,,,,,,,,,,,,,,,,,,Restore MP,One Ally,50,0,150,30,Healer(Teal),NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
      Lumir Flower,Restores 25 MP      ,Item,0,43,43,43,0,40,,,,,,,,,,,,,,,,,,,,,,,,,Restore MP,One Ally,25,0,120,0,Healer(Teal),NULL,0,0,0,0,Fire,0,0,0,0,0,0,0,100,0,0,0
