Name,MP,SP,Unknown #1,Target Effect,Strength,Power,AD,Target Type,Normal Attack Flag,Distance,Accuracy,Range,Cast Time,Recovery Time,Animation,Knockdown,IP Stun,IP Cancel Stun,Knockback,Element,Element Strength,Ailments,Ailments Chance,Attack Modifier,Defense Modifier,Action Modifier,Movement Modifier,Special
Attack,0,0,1,Physical Damage,100,150,70,One Enemy,True,200,130,0,60,9999,Physical Attack,False,0,0,120,Fire,0,0,0,0,0,0,0,0
Power Press,0,16,9,Physical Damage,100,260,70,One Enemy,False,0,0,0,270,13000,Physical Attack,True,2500,3000,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,165,230,150,One Enemy,True,84,100,0,60,9999,Physical Attack,False,0,0,70,Fire,0,0,0,0,0,0,0,0
Power Press,0,16,9,Physical Damage,100,260,70,One Enemy,False,0,0,0,270,13000,Physical Attack,True,2500,3000,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,165,270,100,One Enemy,True,10,110,0,30,9999,Physical Attack,False,500,0,120,Fire,9,0,0,0,0,0,0,0
Power Press,0,16,9,Physical Damage,100,260,70,One Enemy,False,0,0,0,270,13000,Physical Attack,True,2500,3000,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,55,140,70,One Enemy,True,400,100,0,60,9999,Physical Attack,False,1000,0,50,Earth,8,1,10,0,0,0,0,0
Power Press,0,16,9,Physical Damage,100,260,70,One Enemy,False,0,0,0,270,13000,Physical Attack,True,2500,3000,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,95,210,70,One Enemy,True,100,110,0,60,9999,Physical Attack,False,0,0,80,Lightning,5,0,0,0,0,0,0,0
Giga Spread,0,36,13,Physical Damage,95,270,70,All Enemies,False,0,0,600,210,13000,Physical Attack,False,2000,3000,130,Lightning,9,4,30,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,4,Physical Damage,90,120,100,One Enemy,True,80,120,0,30,9999,Physical Attack,False,0,0,200,Earth,7,0,0,0,0,0,0,0
Tornado Horn,0,24,1,Physical Damage,90,170,150,One Enemy,False,0,0,0,240,15000,Physical Attack,True,4000,5000,0,Earth,9,8,75,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,55,140,60,One Enemy,True,120,100,0,60,9999,Physical Attack,False,0,0,50,Blizzard,7,0,0,0,0,0,0,0
Sleep Spawn,0,16,36,Physical Damage,55,150,100,One Enemy,False,0,0,0,300,12000,Physical Attack,False,2000,0,0,Fire,0,2,80,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,95,210,90,One Enemy,True,163,100,0,60,9999,Physical Attack,False,0,0,50,Earth,8,0,0,0,0,0,0,0
Throw Buddy,0,26,6,Physical Damage,95,250,100,One Enemy,False,0,0,0,180,12000,Physical Attack,True,1000,3000,150,Earth,8,0,0,0,-1,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,125,210,100,One Enemy,True,116,100,0,60,9999,Physical Attack,False,0,0,80,Wind,3,0,0,0,0,0,0,0
Air Slash,0,42,7,Physical Damage,125,180,100,Area Enemies,False,0,0,400,210,13000,Physical Attack,False,500,0,150,Wind,9,0,0,0,0,0,0,0
Power Crush,0,34,9,Physical Damage,125,380,100,One Enemy,False,0,0,0,270,15000,Physical Attack,True,3000,5000,700,Wind,4,64,50,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,50,115,50,One Enemy,True,20,100,0,60,9999,Physical Attack,False,0,0,50,Fire,0,0,0,0,0,0,0,0
Web Trap,0,12,4,Physical Damage,50,120,100,One Enemy,False,0,0,0,420,12000,Physical Attack,False,1500,3000,0,Fire,0,0,0,0,0,0,-1,0
Power Crush,0,34,9,Physical Damage,125,380,100,One Enemy,False,0,0,0,270,15000,Physical Attack,True,3000,5000,700,Wind,4,64,50,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,150,280,100,One Enemy,True,50,100,0,60,9999,Physical Attack,False,0,0,80,Fire,0,0,0,0,0,0,0,0
Apple Hurl,0,20,5,Physical Damage,150,390,200,One Enemy,False,0,0,0,180,15000,Physical Attack,True,3000,5000,130,Fire,0,0,0,0,0,0,0,0
Power Crush,0,34,9,Physical Damage,125,380,100,One Enemy,False,0,0,0,270,15000,Physical Attack,True,3000,5000,700,Wind,4,64,50,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,140,210,100,One Enemy,True,59,100,0,60,9999,Physical Attack,False,0,0,50,Earth,5,0,0,0,0,0,0,0
Move Block Step,0,22,31,Physical Damage,140,250,180,One Enemy,False,0,0,0,210,13000,Physical Attack,False,2000,2000,0,Earth,7,64,70,0,0,0,0,0
Power Crush,0,34,9,Physical Damage,125,380,100,One Enemy,False,0,0,0,270,15000,Physical Attack,True,3000,5000,700,Wind,4,64,50,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,120,190,130,One Enemy,True,100,100,0,30,9999,Physical Attack,False,0,0,120,Wind,7,0,0,0,0,0,0,0
Shhh!,10,0,32,Enemy Buff/Debuff,0,0,0,Area Enemies,False,0,0,400,180,13000,Shhh!,False,0,0,0,Fire,0,32,30,0,0,0,0,0
Runner,3,0,2,Ally Buff/Debuff,0,0,0,All Allies,False,0,0,0,90,11000,Runner,False,0,0,0,Fire,0,0,0,0,0,0,2,0
Howl,9,0,5,Magical Damage,120,160,70,Area Enemies,False,0,0,600,150,12000,Howl,False,1000,0,100,Wind,10,0,0,0,0,0,0,0
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,70,135,50,One Enemy,True,44,120,0,60,9999,Physical Attack,False,0,0,50,Earth,5,0,0,0,0,0,0,0
Sand Spray,0,12,1,Physical Damage,70,130,60,One Enemy,False,0,0,0,180,12000,Physical Attack,False,1000,0,30,Earth,10,0,0,0,0,0,-1,0
Earth Break,0,24,6,Physical Damage,70,140,150,One Enemy,False,0,0,0,300,13000,Physical Attack,True,3000,5000,120,Earth,8,0,0,0,0,0,0,0
Howl,9,0,5,Magical Damage,120,160,70,Area Enemies,False,0,0,600,150,12000,Howl,False,1000,0,100,Wind,10,0,0,0,0,0,0,0
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,165,250,170,One Enemy,True,80,120,0,30,9000,Physical Attack,False,0,0,80,Earth,5,0,0,0,0,0,0,0
Scissors Storm,0,32,9,Physical Damage,165,430,230,One Enemy,False,0,0,0,150,15000,Physical Attack,True,4000,5000,250,Earth,7,4,75,0,0,0,0,0
Phantom Echo,0,46,7,Physical Damage,165,320,180,Area Enemies,False,0,0,500,120,12000,Physical Attack,False,1500,0,120,Earth,10,0,0,0,-1,0,0,0
Howl,9,0,5,Magical Damage,120,160,70,Area Enemies,False,0,0,600,150,12000,Howl,False,1000,0,100,Wind,10,0,0,0,0,0,0,0
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,125,180,100,One Enemy,True,140,100,0,60,9999,Physical Attack,False,0,0,80,Blizzard,5,0,0,0,0,0,0,0
Bloodsucking,0,22,9,Physical Damage,125,330,120,One Enemy,False,0,0,0,210,15000,Physical Attack,True,3000,3000,40,Blizzard,8,0,0,0,0,0,0,40
Fiora,12,0,31,Enemy Buff/Debuff,0,0,0,Area Enemies,False,0,0,400,150,12000,Fiora,False,0,0,0,Fire,0,64,50,0,0,0,0,0
Poizn,15,0,20,Magical Damage,125,70,100,Area Enemies,False,0,0,600,180,13000,Poizn,False,0,0,0,Fire,0,1,60,0,0,0,0,0
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,150,200,100,One Enemy,True,2,150,0,60,9999,Physical Attack,False,0,0,50,Earth,6,0,0,0,0,0,0,0
Feather Needle,0,33,1,Physical Damage,150,290,240,All Enemies,False,0,0,0,210,15000,Physical Attack,False,1000,3000,100,Earth,8,0,0,0,0,0,0,0
Tremor,15,0,1,Magical Damage,150,170,150,Area Enemies,False,0,0,600,150,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Def-Loss,5,0,2,Enemy Buff/Debuff,0,0,0,All Enemies,False,0,0,0,120,11000,Def-Loss,False,0,0,0,Fire,0,0,0,0,-1,0,0,0
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,9,Physical Damage,65,200,100,One Enemy,True,30,100,0,30,9999,Physical Attack,False,0,0,80,Fire,7,0,0,0,0,0,0,0
Burnflame,16,0,5,Magical Damage,105,130,110,Area Enemies,False,0,0,600,210,12000,Burnflame,False,0,0,50,Fire,10,0,0,0,0,0,0,0
WOW!,5,0,3,Ally Buff/Debuff,0,0,0,One Ally,False,0,0,0,120,11000,WOW!,False,0,0,0,Fire,0,0,0,2,0,0,0,0
Def-Loss,5,0,2,Enemy Buff/Debuff,0,0,0,All Enemies,False,0,0,0,120,11000,Def-Loss,False,0,0,0,Fire,0,0,0,0,-1,0,0,0
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,75,140,85,One Enemy,True,500,100,0,60,9999,Physical Attack,False,0,0,30,Blizzard,4,0,0,0,0,0,0,0
Power Drain,0,28,9,Physical Damage,75,220,85,One Enemy,False,0,0,0,240,15000,Physical Attack,False,3000,5000,40,Blizzard,6,0,0,0,0,0,0,40
Ice Prickle,0,34,7,Physical Damage,75,160,85,Area Enemies,False,0,0,400,180,13000,Physical Attack,True,1000,3000,70,Blizzard,7,0,0,0,0,0,0,0
Gravity,8,0,1,Special,0,0,0,Area Enemies,False,0,0,800,150,12000,Gravity,False,0,0,0,Fire,0,0,0,0,0,0,0,12
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,185,180,170,One Enemy,True,50,110,0,60,9999,Physical Attack,False,0,0,30,Wind,6,0,0,0,0,0,0,0
Shhh!,10,0,32,Enemy Buff/Debuff,0,0,0,Area Enemies,False,0,0,400,120,11000,Shhh!,False,0,0,0,Fire,0,32,60,0,0,0,0,0
Howlslash,14,0,4,Magical Damage,185,150,150,Enemy Line,False,0,0,300,150,12000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Howlnado,45,0,2,Magical Damage,185,380,210,All Enemies,False,0,0,0,210,15000,Howlnado,True,1000,0,0,Wind,10,8,30,0,0,0,0,11
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,50,140,50,One Enemy,True,8,180,0,60,9999,Physical Attack,False,0,0,120,Wind,7,0,0,0,0,0,0,0
Howl,9,0,9,Magical Damage,50,110,100,Area Enemies,False,0,0,600,300,12000,Howl,False,1000,0,100,Wind,10,0,0,0,0,0,0,0
Howlslash,14,0,9,Magical Damage,50,160,100,Enemy Line,False,0,0,300,360,14000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Howlnado,45,0,2,Magical Damage,185,380,210,All Enemies,False,0,0,0,210,15000,Howlnado,True,1000,0,0,Wind,10,8,30,0,0,0,0,11
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,120,160,100,One Enemy,True,130,120,0,60,9999,Physical Attack,False,0,0,100,Fire,0,0,0,0,0,0,0,0
Fireball,0,16,6,Physical Damage,120,300,100,One Enemy,False,0,0,0,210,15000,Physical Attack,True,3000,5000,200,Fire,8,0,0,0,-2,0,0,0
Burnflame,16,0,7,Magical Damage,120,150,100,Area Enemies,False,0,0,600,180,13000,Burnflame,False,0,0,50,Fire,10,0,0,0,0,0,0,0
Howlnado,45,0,2,Magical Damage,185,380,210,All Enemies,False,0,0,0,210,15000,Howlnado,True,1000,0,0,Wind,10,8,30,0,0,0,0,11
Howlslash,14,0,7,Magical Damage,120,160,120,Enemy Line,False,0,0,300,210,15000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,215,280,140,One Enemy,True,80,120,0,30,8500,Physical Attack,False,0,0,50,Blizzard,6,0,0,0,0,0,0,0
Freezing Eye,0,32,25,Physical Damage,215,400,260,Enemy Line,False,0,0,150,180,15000,Physical Attack,False,3500,0,80,Blizzard,10,0,0,0,0,-2,-2,0
Blizzard Edge,0,26,1,Physical Damage,215,350,200,Area Around Self,False,0,0,700,120,13000,Physical Attack,False,1000,3000,250,Blizzard,8,0,0,0,0,0,0,0
Fiora,12,0,31,Enemy Buff/Debuff,0,0,0,Area Enemies,False,0,0,400,90,12000,Fiora,False,0,0,0,Fire,0,64,60,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,225,280,160,One Enemy,True,200,160,0,30,9999,Physical Attack,False,0,0,120,Fire,0,0,0,0,0,0,0,0
Leg Drill,0,36,5,Physical Damage,225,360,300,One Enemy,False,0,0,0,150,13000,Physical Attack,False,1500,3500,0,Fire,0,0,0,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,225,290,100,One Enemy,True,200,100,0,60,9999,Physical Attack,False,0,0,80,Fire,0,0,0,0,0,0,0,0
Leg Drill,0,36,5,Physical Damage,225,360,300,One Enemy,False,0,0,0,150,13000,Physical Attack,False,1500,3500,0,Fire,0,0,0,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,200,320,200,One Enemy,True,150,100,0,60,9999,Physical Attack,False,0,0,150,Earth,8,0,0,0,0,0,0,0
Leg Drill,0,36,5,Physical Damage,225,360,300,One Enemy,False,0,0,0,150,13000,Physical Attack,False,1500,3500,0,Fire,0,0,0,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,180,230,180,One Enemy,True,50,300,0,30,9999,Physical Attack,False,0,0,30,Fire,10,1,10,0,0,0,0,0
Leg Drill,0,36,5,Physical Damage,225,360,300,One Enemy,False,0,0,0,150,13000,Physical Attack,False,1500,3500,0,Fire,0,0,0,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,190,240,140,One Enemy,True,91,100,0,60,9999,Physical Attack,False,0,0,50,Fire,7,16,10,0,0,0,0,0
Leg Drill,0,36,5,Physical Damage,225,360,300,One Enemy,False,0,0,0,150,13000,Physical Attack,False,1500,3500,0,Fire,0,0,0,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,20,Physical Damage,140,230,100,One Enemy,True,197,100,0,60,9999,Physical Attack,False,0,0,60,Fire,6,1,10,0,0,0,0,0
Leg Drill,0,36,5,Physical Damage,225,360,300,One Enemy,False,0,0,0,150,13000,Physical Attack,False,1500,3500,0,Fire,0,0,0,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,180,200,260,One Enemy,True,200,130,0,60,9999,Physical Attack,False,0,0,50,Lightning,4,0,0,0,0,0,0,0
Spark Press,0,25,34,Physical Damage,180,300,300,One Enemy,False,0,0,0,180,13000,Physical Attack,True,2000,4000,0,Lightning,8,4,50,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,70,130,60,One Enemy,True,84,100,0,60,9999,Physical Attack,False,0,0,60,Wind,7,0,0,0,0,0,0,0
Spark Press,0,25,34,Physical Damage,180,300,300,One Enemy,False,0,0,0,180,13000,Physical Attack,True,2000,4000,0,Lightning,8,4,50,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,50,130,30,One Enemy,True,10,110,0,60,9999,Physical Attack,False,0,0,120,Blizzard,7,0,0,0,0,0,0,0
